SubHead,kei.te,AE,Key,Diff,DiffAbs,Count
hahu,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,8.0
haina,-0.000663557980192558,0.002586109998849323,0.001922552018656765,-0.0032496679790418813,0.0032496679790418813,14.0
hainamana,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,9.0
haki,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,10.0
hanga,-0.0021182673908400713,0.01857511091302249,0.016456843522182418,-0.020693378303862562,0.020693378303862562,36.0
hangatanga,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,9.0
hao,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,9.0
hapū,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,9.0
hara,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,10.0
harakoa,0.0007016074949122848,-0.0003418002292229524,0.0003598072656893324,0.0010434077241352371,0.0010434077241352371,10.0
haramai,0.0021048224847368545,-0.0010254006876688573,0.0010794217970679972,0.003130223172405712,0.003130223172405712,38.0
hari,-0.002186895765390249,0.004616664460365188,0.0024297686949749393,-0.006803560225755437,0.006803560225755437,37.0
harikoa,0.0053202730857166885,-0.0008639543588180616,0.004456318726898627,0.00618422744453475,0.00618422744453475,16.0
haritanga,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,9.0
harry,-0.0003254374043096579,0.0006341698468011394,0.0003087324424914815,-0.0009596072511107972,0.0009596072511107972,9.0
hau,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,10.0
hauhau,-0.0003254374043096579,0.0006341698468011394,0.0003087324424914815,-0.0009596072511107972,0.0009596072511107972,10.0
haumi,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,9.0
haunga,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,11.0
