Argument,APV,AVP,Key,Diff,DiffAbs,Count
tatau,0.0012784400692405229,-0.0008645362678179006,0.00041390380142262225,0.0021429763370584233,0.0021429763370584233,8.0
tau,-4.660930366197491e-05,4.7278829570931457e-05,6.695259089565438e-07,-9.388813323290638e-05,9.388813323290638e-05,10.0
tauira,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
tauiwi,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
tautoko,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
tekau,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
tiaki,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
tika,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
tikanga,0.0005074538663520541,-0.0004575495634732333,4.990430287882074e-05,0.0009650034298252874,0.0009650034298252874,14.0
tini,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
tino,-0.0016259668299547234,0.004398195358816754,0.0027722285288620304,-0.006024162188771477,0.006024162188771477,10.0
tirotiro,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
titiro,0.007303014460077008,-0.0016462043644814473,0.005656810095595561,0.008949218824558455,0.008949218824558455,8.0
toa,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
toenga,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
tohunga,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
tokorua,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
tokotoru,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
tono,0.0012784400692405229,-0.0008645362678179006,0.00041390380142262225,0.0021429763370584233,0.0021429763370584233,8.0
tonu,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
tou,0.02140158951387897,-0.0024121128512880168,0.018989476662590953,0.023813702365166986,0.023813702365166986,14.0
tupuna,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
ture,-0.002288491516405972,0.009285459500820695,0.006996967984414723,-0.011573951017226667,0.011573951017226667,14.0
tāhū,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
tākaro,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
tāne,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
tāngata,-0.00115589808411848,0.00234500428999064,0.00118910620587216,-0.0035009023741091197,0.0035009023741091197,8.0
tātou,0.046193548723224384,-0.012779209762306374,0.033414338960918014,0.058972758485530755,0.058972758485530755,62.0
tāua,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
