SubHead,True,False,Key,Diff,DiffAbs,Count
whakatutū,-0.00141779180849942,0.002119212536254406,0.000701420727754986,-0.003537004344753826,0.003537004344753826,10.0
whakatuwhera,-0.00243254338681258,0.004847986292874281,0.0024154429060617008,-0.007280529679686861,0.007280529679686861,12.0
whakatā,0.0024573838129048472,-0.0012243731299798313,0.001233010682925016,0.0036817569428846788,0.0036817569428846788,6.0
whakatō,-0.0026841507585577346,0.004457860222912232,0.0017737094643544976,-0.007142010981469967,0.007142010981469967,16.0
whakatū,0.004535685662826891,-0.0027118458040311217,0.0018238398587957691,0.007247531466858012,0.007247531466858012,16.0
whakauru,1.2420213046133526e-05,-1.2376556761261352e-05,4.3656284872174925e-08,2.4796769807394876e-05,2.4796769807394876e-05,8.0
whakautu,0.0021639483518875306,-0.0014375614710254595,0.0007263868808620711,0.00360150982291299,0.00360150982291299,10.0
whakawā,0.0021639483518875306,-0.0014375614710254595,0.0007263868808620711,0.00360150982291299,0.00360150982291299,10.0
whakawātea,1.2420213046133526e-05,-1.2376556761261352e-05,4.3656284872174925e-08,2.4796769807394876e-05,2.4796769807394876e-05,8.0
whakawāwā,-0.00121627169340629,0.0024239931464371403,0.0012077214530308504,-0.0036402648398434303,0.0036402648398434303,6.0
whao,-0.00121627169340629,0.0024239931464371403,0.0012077214530308504,-0.0036402648398434303,0.0036402648398434303,6.0
whati,0.0024573838129048472,-0.0012243731299798313,0.001233010682925016,0.0036817569428846788,0.0036817569428846788,6.0
whawhai,0.0024573838129048472,-0.0012243731299798313,0.001233010682925016,0.0036817569428846788,0.0036817569428846788,6.0
whiri,0.0024573838129048472,-0.0012243731299798313,0.001233010682925016,0.0036817569428846788,0.0036817569428846788,6.0
whiriwhiri,0.019609389651054243,-0.004885115963158064,0.014724273687896179,0.024494505614212306,0.024494505614212306,20.0
whiu,0.0058313937516756,-0.0019369655871119304,0.0038944281645636697,0.00776835933878753,0.00776835933878753,8.0
whoatu,-0.00121627169340629,0.0024239931464371403,0.0012077214530308504,-0.0036402648398434303,0.0036402648398434303,6.0
whā,-0.00121627169340629,0.0024239931464371403,0.0012077214530308504,-0.0036402648398434303,0.0036402648398434303,6.0
whāki,0.0058313937516756,-0.0019369655871119304,0.0038944281645636697,0.00776835933878753,0.00776835933878753,8.0
whānako,-0.00121627169340629,0.0024239931464371403,0.0012077214530308504,-0.0036402648398434303,0.0036402648398434303,6.0
