SubHead,mā,nā,Key,Diff,DiffAbs,Count
tīni,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
tō,0.0022139867398436757,-0.0011858390515402024,0.0010281476883034733,0.003399825791383878,0.003399825791383878,12.0
tū,-0.00012199099277310066,0.00013067980992218195,8.688817149081292e-06,-0.0002526708026952826,0.0002526708026952826,8.0
tūkino,-0.0010349425608086335,0.003325969255248258,0.0022910266944396246,-0.004360911816056892,0.004360911816056892,8.0
tūmanako,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
tūtaki,0.0011069933699218379,-0.0005929195257701012,0.0005140738441517367,0.001699912895691939,0.001699912895691939,6.0
ui,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
utu,0.025703231168765654,-0.0022944954699562884,0.023408735698809365,0.027997726638721944,0.027997726638721944,26.0
waea,0.0011069933699218379,-0.0005929195257701012,0.0005140738441517367,0.001699912895691939,0.001699912895691939,6.0
waiata,0.006829055817863794,-0.0014630911609782259,0.005365964656885568,0.00829214697884202,0.00829214697884202,12.0
waihanga,-0.000182986489159651,0.0001960197148832729,1.3033225723621918e-05,-0.0003790062040429239,0.0003790062040429239,12.0
waiho,-0.0012899798590814888,0.005527435065693901,0.004237455206612412,-0.006817414924775389,0.006817414924775389,10.0
wawata,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
wero,-0.001350975355468039,0.0028943973427691325,0.0015434219873010934,-0.004245372698237172,0.004245372698237172,12.0
whai,-0.0023883269023482457,0.0040934970497228055,0.0017051701473745598,-0.006481823952071052,0.006481823952071052,26.0
whaiwhai,0.002738854704106598,-0.0009779766084939041,0.0017608780956126938,0.003716831312600502,0.003716831312600502,8.0
whaka-,0.0007761672075452203,-0.0006235873291388951,0.00015257987840632523,0.0013997545366841154,0.0013997545366841154,14.0
whakaae,-0.002069885121617267,0.006651938510496516,0.004582053388879249,-0.008721823632113783,0.008721823632113783,16.0
whakaahua,-0.00012199099277310066,0.00013067980992218195,8.688817149081292e-06,-0.0002526708026952826,0.0002526708026952826,8.0
whakaako,-0.001350975355468039,0.0028943973427691325,0.0015434219873010934,-0.004245372698237172,0.004245372698237172,12.0
whakaara,-0.001350975355468039,0.0028943973427691325,0.0015434219873010934,-0.004245372698237172,0.004245372698237172,12.0
whakaari,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
